Infringement_Number,Trading_Name,Issuing_Authority,Date_Issued,Nature_of_Offence_Full,Offence_Code,Offence_Description,Offence_Date,Year,Month,Published_Address,Postcode,Amount_Payable,Offence_LGA
3161228456,PICK OF THE CROP AUSTRALIA PTY LTD,NSW Food Authority,7/09/2022,"Fail to maintain premises, fixtures, fittings, and equipment in a good state of repair and working order having regard to their use",11339,Fail to comply with Food Standards Code - Corporation,21/06/2022,2022,6,138A BEACONSFIELD STREET  REVESBY 2212,2212,880,Canterbury-Bankstown
3225724260,FULL CIRCLE FARM,NSW Food Authority,4/10/2022,Fail to hold the required licence to carry on a food business or activity,11315,Carry on food business/activity without a licence - Individual,19/07/2022,2022,7,182A SMITHS ROAD  JILLIBY 2259,2259,660,Central Coast
3251254427,LAB CAFE BAKERY RHODES,City of Canada Bay Council,31/01/2023,Fail to display potentially hazardous food under temperature control - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,17/11/2022,2022,11,"G16-17, 6 WALKER STREET  RHODES 2138",2138,880,City of Canada Bay
3193101616,COCO CHATSWOOD,Willoughby City Council,8/12/2022,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,25/09/2022,2022,9,"SHOP 10, 436 VICTORIA AVENUE  CHATSWOOD 2067",2067,880,Willoughby
3161228620,NAK MEATS,NSW Food Authority,6/02/2023,Sale of food found to contain illegal preservative (sulphur dioxide) - fat free mince - previous warning given,11341,Sell food that fails to comply with the Food Standards Code - Corporation,24/11/2022,2022,11,"SHOP 17, EDMONSON SQUARE, SOLDIERS PARADE  EDMONDSON PARK 2174",2174,880,Liverpool
3161228630,NAK MEATS,NSW Food Authority,6/02/2023,Sale of food found to contain illegal preservative (sulphur dioxide) - fine mince - previous warning given,11341,Sell food that fails to comply with the Food Standards Code - Corporation,24/11/2022,2022,11,"SHOP 17, EDMONSON SQUARE, SOLDIERS PARADE  EDMONDSON PARK 2174",2174,880,Liverpool
3161228649,NAK MEATS,NSW Food Authority,6/02/2023,Sale of food found to contain illegal preservative (sulphur dioxide) - kepi mince,11341,Sell food that fails to comply with the Food Standards Code - Corporation,24/11/2022,2022,11,"SHOP 17, EDMONSON SQUARE, SOLDIERS PARADE  EDMONDSON PARK 2174",2174,880,Liverpool
3050060741,MY HONG TAKEAWAY,Penrith City Council,23/02/2023,Fail to store food in such a way that it is protected from the likelihood of contamination - previous warning given,11339,Fail to comply with Food Standards Code - Corporation,13/12/2022,2022,12,35 SHEPPARD ROAD  EMU PLAINS 2750,2750,880,Penrith
3242856468,OCEAN FOODS,City of Canada Bay Council,7/10/2022,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warnings given",11339,Fail to comply with Food Standards Code - Corporation,28/07/2022,2022,7,154 LYONS ROAD  DRUMMOYNE 2047,2047,880,City of Canada Bay
3242856477,OCEAN FOODS,City of Canada Bay Council,7/10/2022,Fail to have a temperature measuring device at the premises where potentially hazardous food is handled - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,28/07/2022,2022,7,154 LYONS ROAD  DRUMMOYNE 2047,2047,880,City of Canada Bay
7682202716,CAFE TALK NEPALESE RESTAURANT,Canterbury Bankstown Council,13/04/2023,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,5/02/2023,2023,2,183-183A BEAMISH STREET  CAMPSIE 2194,2194,880,Canterbury-Bankstown
7682202725,CAFE TALK NEPALESE RESTAURANT,Canterbury Bankstown Council,13/04/2023,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warnings given",11339,Fail to comply with Food Standards Code - Corporation,5/02/2023,2023,2,183-183A BEAMISH STREET  CAMPSIE 2194,2194,880,Canterbury-Bankstown
7682202734,CAFE TALK NEPALESE RESTAURANT,Canterbury Bankstown Council,13/04/2023,Fail to store food in such a way that it is protected from the likelihood of contamination - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,5/02/2023,2023,2,183-183A BEAMISH STREET  CAMPSIE 2194,2194,880,Canterbury-Bankstown
3236843309,MAKSUDA FOOD AND ROSHMELA SWEETS,Canterbury Bankstown Council,13/05/2022,Fail to maintain at or near each hand washing facility a supply of - warm running water - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,9/03/2022,2022,3,"SHOP 3, 33-36 RAILWAY PARADE  LAKEMBA 2195",2195,880,Canterbury-Bankstown
3236843318,MAKSUDA FOOD AND ROSHMELA SWEETS,Canterbury Bankstown Council,13/05/2022,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition,11339,Fail to comply with Food Standards Code - Corporation,9/03/2022,2022,3,"SHOP 3, 33-36 RAILWAY PARADE  LAKEMBA 2195",2195,880,Canterbury-Bankstown
3236843327,MAKSUDA FOOD AND ROSHMELA SWEETS,Canterbury Bankstown Council,13/05/2022,Fail to have a temperature measuring device at the premises where potentially hazardous food is handled - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,9/03/2022,2022,3,"SHOP 3, 33-36 RAILWAY PARADE  LAKEMBA 2195",2195,880,Canterbury-Bankstown
3161228236,THE BUTCHER BROTHERS,NSW Food Authority,2/06/2022,Sale of food found to contain illegal preservative (sulphur dioxide) - premium mince,11341,Sell food that fails to comply with the Food Standards Code - Corporation,29/03/2022,2022,3,"SHOP 1, 74 HOXTON PARK ROAD  LIVERPOOL 2170",2170,880,Liverpool
3161228254,THE BUTCHER BROTHERS,NSW Food Authority,2/06/2022,Sale of food found to contain illegal preservative (sulphur dioxide) - regular mince,11341,Sell food that fails to comply with the Food Standards Code - Corporation,29/03/2022,2022,3,"SHOP 1, 74 HOXTON PARK ROAD  LIVERPOOL 2170",2170,880,Liverpool
3161228263,THE BUTCHER BROTHERS,NSW Food Authority,2/06/2022,Sale of food found to contain illegal preservative (sulphur dioxide) - regular mince,11341,Sell food that fails to comply with the Food Standards Code - Corporation,29/03/2022,2022,3,"SHOP 1, 74 HOXTON PARK ROAD  LIVERPOOL 2170",2170,880,Liverpool
3161228593,CHAMI SUPREME HALAL MEATS,NSW Food Authority,10/01/2023,Sale of food found to contain illegal preservative (sulphur dioxide) - lamb mince,11340,Sell food that fails to comply with the Food Standards Code - Individual,6/11/2022,2022,11,"SHOP P23, 17-19 AURELIA STREET  TOONGABBIE 2146",2146,440,Cumberland
3219230044,PHO SAIGON CAB,Fairfield City Council,18/07/2022,Fail to maintain easily accessible hand washing facilities on the food premises,11339,Fail to comply with Food Standards Code - Corporation,17/05/2022,2022,5,"SHOP 2, 70 JOHN STREET  CABRAMATTA 2166",2166,880,Fairfield
3219230053,PHO SAIGON CAB,Fairfield City Council,18/07/2022,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,11339,Fail to comply with Food Standards Code - Corporation,17/05/2022,2022,5,"SHOP 2, 70 JOHN STREET  CABRAMATTA 2166",2166,880,Fairfield
3219230062,PHO SAIGON CAB,Fairfield City Council,18/07/2022,Fail to have a temperature measuring device at the premises where potentially hazardous food is handled,11339,Fail to comply with Food Standards Code - Corporation,17/05/2022,2022,5,"SHOP 2, 70 JOHN STREET  CABRAMATTA 2166",2166,880,Fairfield
3251228732,IBAO KITCHEN RHODES,City of Canada Bay Council,29/11/2022,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,28/09/2022,2022,9,"SHOP 5, 7 RIDER BOULEVARD  RHODES 2138",2138,880,City of Canada Bay
3226065820,KHON THAI,Waverley Council,19/12/2022,Fail to maintain easily accessible hand washing facilities on the food premises,11339,Fail to comply with Food Standards Code - Corporation,18/10/2022,2022,10,"FCK05, 482-512 OXFORD STREET  BONDI JUNCTION 2022",2022,880,Waverley
3161228602,AKAR HALAL MEAT,NSW Food Authority,24/01/2023,Sale of food found to contain illegal preservative (sulphur dioxide) - fat free beef mince,11341,Sell food that fails to comply with the Food Standards Code - Corporation,24/11/2022,2022,11,3 BEATRICE STREET  AUBURN 2144,2144,880,Cumberland
3161228611,AKAR HALAL MEAT,NSW Food Authority,24/01/2023,Sale of food found to contain illegal preservative (sulphur dioxide) - premium beef mince,11341,Sell food that fails to comply with the Food Standards Code - Corporation,24/11/2022,2022,11,3 BEATRICE STREET  AUBURN 2144,2144,880,Cumberland
3223835158,HARRIS FARM MARKETS,Waverley Council,21/06/2022,Sale of food past its use-by date - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,23/04/2022,2022,4,"SHOPS 1027-1028, 482-510 OXFORD STREET  BONDI JUNCTION 2022",2022,880,Waverley
3193101497,WILLOUGHBY WOODFIRE PIZZA AND KEBAB,Willoughby City Council,29/07/2022,Fail to maintain at or near each hand washing facility a supply of - warm running water,11339,Fail to comply with Food Standards Code - Corporation,31/05/2022,2022,5,325 PENSHURST STREET  WILLOUGHBY 2068,2068,880,Willoughby
3193101506,WILLOUGHBY PIZZA AND KEBAB,Willoughby City Council,29/07/2022,Fail to store food in such a way that it is protected from the likelihood of contamination,11339,Fail to comply with Food Standards Code - Corporation,31/05/2022,2022,5,325 PENSHURST STEET  WILLOUGHBY 2068,2068,880,Willoughby
3236843262,KHUSHBOO SWEETS AND RESTAURANT,Canterbury Bankstown Council,13/05/2022,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,16/03/2022,2022,3,38 RAILWAY PARADE  LAKEMBA 2195,2195,880,Canterbury-Bankstown
3236843271,KHUSHBOO SWEETS AND RESTAURANT,Canterbury Bankstown Council,13/05/2022,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,16/03/2022,2022,3,38 RAILWAY PARADE  LAKEMBA 2195,2195,880,Canterbury-Bankstown
3150629159,PHO NGON VIETNAMESE RESTAURANT,Hornsby Shire Council,6/10/2022,Fail to store potentially hazardous food under temperature control,11339,Fail to comply with Food Standards Code - Corporation,10/08/2022,2022,8,8-10 FLORENCE STREET  HORNSBY 2077,2077,880,Hornsby
3236843280,DHANSHIRI RESTORIA,Canterbury Bankstown Council,13/05/2022,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warnings given",11339,Fail to comply with Food Standards Code - Corporation,18/03/2022,2022,3,51 RAILWAY PARADE  LAKEMBA 2195,2195,880,Canterbury-Bankstown
3236843290,DHANSHIRI RESTORIA,Canterbury Bankstown Council,13/05/2022,Fail to store food in such a way that it is protected from the likelihood of contamination - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,18/03/2022,2022,3,51 RAILWAY PARADE  LAKEMBA 2195,2195,880,Canterbury-Bankstown
3050060678,VENTURE CHINESE RESTAURANT,Penrith City Council,4/12/2022,Fail to maintain at or near each hand washing facility a supply of - warm running water - previous warning given,11338,Fail to comply with Food Standards Code - Individual,9/10/2022,2022,10,"SHOP 8, 510 HIGH STREET  PENRITH 2750",2750,440,Penrith
3250807680,SNEAKY BURGER NOWRA,Shoalhaven City Council,3/11/2022,Fail to store potentially hazardous food under temperature control - previous warning given,11339,Fail to comply with Food Standards Code - Corporation,9/09/2022,2022,9,130 KINGHORNE STREET  NOWRA 2541,2541,880,Shoalhaven
3250807708,SNEAKY BURGER NOWRA,Shoalhaven City Council,3/11/2022,Fail to maintain the food premises to the required standard of cleanliness - previous warning given,11339,Fail to comply with Food Standards Code - Corporation,9/09/2022,2022,9,130 KINGHORNE STREET  NOWRA 2541,2541,880,Shoalhaven
3250807717,SNEAKY BURGER NOWRA,Shoalhaven City Council,3/11/2022,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warning given",11339,Fail to comply with Food Standards Code - Corporation,9/09/2022,2022,9,130 KINGHORNE STREET  NOWRA 2541,2541,880,Shoalhaven
3250807726,SNEAKY BURGER NOWRA,Shoalhaven City Council,3/11/2022,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - previous warning given,11339,Fail to comply with Food Standards Code - Corporation,9/09/2022,2022,9,130 KINGHORNE STREET  NOWRA 2541,2541,880,Shoalhaven
3226065857,HARRY'S COFFEE AND KITCHEN,Waverley Council,19/12/2022,Fail to ensure eating and drinking utensils is in a clean and sanitary condition,11339,Fail to comply with Food Standards Code - Corporation,25/10/2022,2022,10,"K1010, 500 OXFORD STREET  BONDI JUNCTION 2022",2022,880,Waverley
3241525531,METRO PETROLEUM CHARLOTTE BAY,MidCoast Council,27/12/2022,Fail to maintain the food premises to the required standard of cleanliness,11339,Fail to comply with Food Standards Code - Corporation,2/11/2022,2022,11,203 CHARLOTTE BAY STREET  CHARLOTTE BAY 2428,2428,880,Mid-Coast
3241525540,METRO PETROLEUM CHARLOTTE BAY,MidCoast Council,27/12/2022,Fail to display potentially hazardous food under temperature control,11339,Fail to comply with Food Standards Code - Corporation,2/11/2022,2022,11,203 CHARLOTTE BAY  CHARLOTTE BAY 2428,2428,880,Mid-Coast
7681091698,AGORA GROUP AUSTRALIA,Canterbury Bankstown Council,18/07/2022,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,25/05/2022,2022,5,86-90 HALDON STREET  LAKEMBA 2195,2195,880,Canterbury-Bankstown
7681091707,AGORA GROUP AUSTRALIA,Canterbury Bankstown Council,18/07/2022,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,25/05/2022,2022,5,86-90 HALDON STREET  LAKEMBA 2195,2195,880,Canterbury-Bankstown
7681091716,AGORA GROUP AUSTRALIA,Canterbury Bankstown Council,18/07/2022,"Fail to, when displaying food, take all practicable measures to protect the food from the likelihood of contamination - previous warnings given",11339,Fail to comply with Food Standards Code - Corporation,25/05/2022,2022,5,86-90 HALDON STREET  LAKEMBA 2195,2195,880,Canterbury-Bankstown
7681091725,AGORA GROUP AUSTRALIA,Canterbury Bankstown Council,18/07/2022,Fail to store food in such a way that it is protected from the likelihood of contamination - previous warnings given,11339,Fail to comply with Food Standards Code - Corporation,25/05/2022,2022,5,86-90 HALDON STREET  LAKEMBA 2195,2195,880,Canterbury-Bankstown
3150629177,SULTAN PIDE AND KEBAB HOUSE,Hornsby Shire Council,28/10/2022,Fail to maintain the food premises to the required standard of cleanliness,11338,Fail to comply with Food Standards Code - Individual,5/09/2022,2022,9,63 PACIFIC HIGHWAY  WAITARA 2077,2077,440,Hornsby
3161228685,AKAR HALAL MEAT,NSW Food Authority,5/03/2023,Sale of food found to contain illegal preservative (sulphur dioxide) - chicken tenderloins - previous warning given,11341,Sell food that fails to comply with the Food Standards Code - Corporation,12/01/2023,2023,1,3 BEATRICE STREET  AUBURN 2144,2144,880,Cumberland
3161228694,AKAR HALAL MEAT,NSW Food Authority,5/03/2023,Sale of food found to contain illegal preservative (sulphur dioxide) - chicken wings - previous warnings given,11341,Sell food that fails to comply with the Food Standards Code - Corporation,12/01/2023,2023,1,3 BEATRICE STREET  AUBURN 2144,2144,880,Cumberland
